account_id,segment,plan,tenure_months,seats,mrr_usd,logins_last_90d,support_tickets_90d,days_since_last_login,nps_score,renewal_date,churned,cancellation_reason
ACC-10628,SMB,Basic,18,28,95.30,12,5,25,10,Jul 2026,0,
ACC-10629,SMB,Standard,36,20,266.19,18,3,1,8,05/29/2026,0,
ACC-10630,Enterprise,Basic,40,19,79.94,18,3,3,n/a,03/23/2026,0,
ACC-10631,Mid-Market,Standard,42,20,239.60,27,10,9,4,Dec 2026,0,
ACC-10632,SMB,Standard,15,6,156.81,n/a,2,63,5,12-Oct-2026,0,
ACC-10633,Mid-Market,Basic,29,9,63.16,13,1,36,4,Jan 2027,1,switched vendor
ACC-10634,SMB,Premium ,24,11,$510.69,6,1,1,7,Jan 2027,0,
ACC-10635,SMB,Basic,16,12,65.43,23,0,17,6,29-Apr-2027,0,
ACC-10636,smb,Enterprise,1,67,"$3,661.09",5,0,13,5,2027-05-01,0,
ACC-10637,SMB,Standard,18,24,277.23,N/A,1,77,8,15-Apr-2026,1,switched vendor
ACC-10638,Mid-Market,Premium,15,16,587.49,15,6,43,null,Jan 2026,1,
ACC-10639,enterprise,Basic,50,20,68.41,12,8,51,4,19-Feb-2026,1,
ACC-10640,Mid-Market,Standard,5,1,130.32,65,1,36,7,05/16/2026,0,
ACC-10641,Mid-Market,Standard,49,42,$330.76,36,0,14,null,Mar 2026,0,
ACC-10642,SMB,Basic,43,84,173.02,24,1,5,3,Dec 2026,0,
ACC-10643,SMB,Basic,1,31,$77.76,15,0,8,7,2026-04-06,0,
ACC-10644,SMB,BASIC,1,7,$58.51,17,3,16,7,07-May-2027,1,
ACC-10645,Mid-Market,Standard,21,14,$186.14,80,2,91,10,01/08/2026,0,
ACC-10646,SMB,basic,1,4,51.68,0,5,11,7,2027-02-14,1,price
ACC-10647,Mid-Market,Basic,57,55,$135.09,20,3,7,4,27-Mar-2027,1,budget cut
ACC-10648,smb,Basic,45,10,62.94,25,2,56,8,12-Sep-2026,0,
ACC-10649,Enterprise,Basic,3,8,$59.28,10,3,11,8,Apr 2027,1,switched vendor
ACC-10650,SMB,Basic,11,6,$48.57,8,0,17,-,02-May-2027,1,missing feature
ACC-10651,SMB ,Basic,1,8,58.87,22,2,21,7,2026-08-07,1,switched vendor
ACC-10652, Mid-Market,Basic,32,6,$52.68,16,1,12,3,Feb 2027,0,
ACC-10653,Enterprise,BASIC,27,1,53.13,13,0,3,6,08-Feb-2027,0,
ACC-10654,SMB ,Basic,4,18,71.49,1,2,41,8,Jun 2027,1,
ACC-10655,Mid-Market,Basic,38,27,77.19,19,2,33,9,03/14/2026,1,price
ACC-10656,SMB,ENTERPRISE,33,3,N/A,40,1,70,7,21-Feb-2027,1,switched vendor
ACC-10657,SMB,Basic,13,3,60.56,0,1,13,5,25-May-2026,0,
ACC-10658,Enterprise,Premium,39,23,568.16,26,9,15,4,2027-04-03,0,
ACC-10659,Mid-Market,Enterprise,30,4,"$1,567.48",,2,10,7,02/21/2027,0,
ACC-10660,SMB,Premium,7,2,$386.93,0,2,0,7,02/28/2027,1,missing feature
ACC-10661,MID-MARKET,Standard,1,3,158.50,15,4,10,7,Apr 2027,0,
ACC-10662, SMB,Standard,36,10,207.64,6,5,8,5,Feb 2026,1,price
ACC-10663,SMB,Premium,40,11,$594.80,58,0,28,7,Jan 2027,0,
ACC-10664,SMB,Standard,30,12,$194.89,41,0,16,4,Jun 2027,0,
ACC-10665,Mid-Market,Standard,1,13,$212.58,56,0,62,6,04/02/2026,0,
ACC-10666,Mid-Market,Basic,7,23,$76.42,30,1,21,5,Dec 2026,0,
ACC-10667,Mid-Market,Premium,20,63,1084.45,51,1,31,N/A,06-Feb-2026,0,
ACC-10668,Mid-Market,STANDARD,18,3,169.13,50,0,9,5,Jul 2026,0,
ACC-10669,SMB,Basic,40,8,66.76,13,0,6,n/a,2027-02-19,0,
ACC-10670,Mid-Market,Premium,32,20,$565.33,29,1,19,n/a,2027-04-20,0,
ACC-10671,Mid-Market,Premium,19,13,453.85,0,4,1,7,04/15/2026,1,missing feature
ACC-10672,SMB,Premium,4,12,518.12,53,0,54,10,2027-04-01,0,
ACC-10673,Enterprise,Basic,52,37,100.86,9,1,20,7,08/17/2026,1,price
ACC-10674,SMB,Enterprise,23,32,"$2,200.34",13,2,78, ,12/30/2026,1,price
ACC-10675,SMB,Standard,28,13,N/A,42,4,12,8,19-Apr-2026,0,
ACC-10676,SMB,Basic,8,7,52.85,5,2,15,9,Jul 2026,1,budget cut
ACC-10677,Enterprise,Basic,37,3,60.98,21,2,19,6,May 2026,1,switched vendor
ACC-10678,Enterprise,Basic,29,6,57.70,30,2,11,5,06/27/2026,0,
ACC-10679,Mid-Market,Standard,26,3,141.08,n/a,2,1,7,Sep 2026,0,
ACC-10680,SMB,Basic,27,9,$51.54,16,3,6,5,03-Apr-2027,0,
ACC-10681,SMB,Basic,6,1,-,31,0,34,7,2026-12-01,0,
ACC-10682,Enterprise,Standard,17,6,$159.42,0,1,19,8,08-Jun-2027,0,
ACC-10683,SMB,Basic,30,19,$62.15,13,1,30,n/a,22-Apr-2026,0,
ACC-10684,SMB,basic,36,9,64.10,4,0,13,10,2027-04-12,0,
ACC-10685,smb,Standard,25,53,$294.49,55,1,13,2,Sep 2026,0,
ACC-10686,SMB,Enterprise,18,7,1555.37,34,0,16,10,Feb 2026,0,
ACC-10687,Enterprise,Basic,47,31,$95.62,0,0,3,9,Mar 2026,0,
ACC-10688, Mid-Market,Premium,38,22,690.32,0,0,40,9,04/04/2026,1,switched vendor
ACC-10689,Mid-Market,Standard,37,1,$131.20,58,3,29,6,2026-12-01,0,
ACC-10690,SMB,Standard,1,49,325.69,8,3,20,5,01/14/2026,0,
ACC-10691,Enterprise,Standard,18,3,164.95,47,2,27,6,2026-03-08,0,
ACC-10692,Mid-Market,Standard,40,7,188.48,54,0,11,null,02/24/2026,0,
ACC-10693,Enterprise,Basic,26,8,$54.15,22,3,8,4,Aug 2026,0,
ACC-10694,mid-market,Standard,15,2,173.61,0,0,24,3,Sep 2026,0,
ACC-10695,Enterprise,basic,8,23,88.33,35,0,30,7,Apr 2026,0,
ACC-10696,SMB,Standard,39,101,$590.56,0,1,0,3,2026-11-06,0,
ACC-10697,SMB,Basic,18,6,52.57,n/a,1,21,7,Jun 2026,1,price
ACC-10698,Mid-Market, Standard,19,11,193.02,0,0,44, ,01-Mar-2026,1,price
ACC-10699,Mid-Market,Premium,4,13,545.06,23,2,21,9,05-Jul-2026,0,
ACC-10700,SMB,Basic,26,7,$63.60,12,0,23,8,04/24/2027,0,
ACC-10701,SMB,Basic,11,13,77.13,17,1,5,7,2027-01-31,1,
ACC-10702,SMB,Standard,53,8,155.35,63,1,101,8,2027-02-28,1,switched vendor
ACC-10703,Enterprise,Standard,22,15,$182.86,56,0,12,4,2026-02-21,0,
ACC-10704,Mid-Market,Standard,58,4,178.93,57,0,7,-,Oct 2026,0,
ACC-10705,Mid-Market,Basic,43,1,58.70,13,1,14,5,2026-01-27,0,
ACC-10706,Mid-Market,Basic,20,8,55.43,15,0,1,10,06/04/2027,0,
ACC-10707,SMB,Standard,30,22,242.24,34,1,20,4,2026-04-19,0,
ACC-10708,SMB,Standard,67,13,$182.90,44,0,37,9,Mar 2026,0,
ACC-10709,Mid-Market,Premium,19,5,$438.65,21,2,22,8,Mar 2026,0,
ACC-10710,SMB,Standard,27,2,$162.16,65,0,46,7,Apr 2026,0,
ACC-10711,SMB,Basic,34,18,$78.60,9,5,27,7,05-Mar-2027,0,
ACC-10712,Mid-Market,Enterprise,29,20,1597.68,46,8,11,9,Sep 2026,0,
ACC-10713,Mid-Market,Standard,1,6,201.69,10,0,6,10,Mar 2027,0,
ACC-10714,Mid-Market,Enterprise,22,8,"$1,294.25",38,2,11,10,06-May-2026,0,
ACC-10715,SMB,Basic,30,45,$121.50,31,3,14,-,2026-11-25,1,budget cut
ACC-10716,Mid-Market,Basic,36,4,$49.44,4,1,33,10,2026-10-11,0,
ACC-10717,SMB,Enterprise,11,10,"$1,320.91",22,0,0,6,Oct 2026,0,
ACC-10718,SMB,Standard,32,29,$270.39,37,2,1,9,02/07/2027,0,
ACC-10719,Mid-Market ,Premium,31,4,454.63,35,6,34,7,Jun 2027,0,
ACC-10720,SMB,Enterprise,35,8,"$1,427.14",0,3,6,,11/14/2026,0,
ACC-10721,Enterprise,Premium,25,65,"$1,176.65",37,1,5,6,01/09/2026,0,
ACC-10722,Enterprise,Standard,26,29,298.86,37,1,5,,2026-11-02,0,
ACC-10723,SMB,Enterprise,33,5,1379.16,60,1,1,10,07-Apr-2027,0,
ACC-10724,SMB,Premium,16,9,476.92,10,2,9,3,Sep 2026,0,
ACC-10725,SMB,Premium,22,37,887.39,14,0,2,n/a,2026-04-13,0,
ACC-10726,SMB,Basic,16,98,$188.29,17,0,7,null,May 2026,0,
ACC-10727,Mid-Market,Basic,20,5,54.81,24,0,54,6,Nov 2026,0,
ACC-10728,SMB,Premium,48,16,$540.38,26,1,0, ,2027-04-16,0,
ACC-10729,Mid-Market,Basic,1,18,$67.39,23,1,0,10,2027-05-13,0,
ACC-10730,SMB,Basic,11,10,$55.57,5,0,0,4,03/10/2026,1,price
ACC-10731,SMB,Basic,50,90,140.83,15,3,7,8,2026-01-26,0,
ACC-10732,SMB,Premium ,1,11,600.75,46,0,1,6,06/20/2027,0,
ACC-10733,SMB,PREMIUM,46,5,421.43,32,5,10,8,Feb 2027,0,
ACC-10734,SMB,Enterprise,4,10,1357.01,19,1,5,10,10/11/2026,0,
ACC-10735,Enterprise ,Standard,36,7,166.83,53,1,57,-,Mar 2027,0,
ACC-10736,Mid-Market,Premium,7,28,692.96,42,1,14,-,22-Jan-2026,0,
ACC-10737,SMB ,Standard,51,22,$215.63,13,3,0,4,Mar 2026,0,
ACC-10738,Mid-Market,Basic,12,14,56.76,22,1,2,8,Jan 2027,0,
ACC-10739,Mid-Market,Standard,26,8,194.30,20,2,7,7,22-Oct-2026,1,price
ACC-10740,SMB ,Enterprise,43,28,"$1,881.42",5,0,55,0,08/20/2026,1,switched vendor
ACC-10741,ENTERPRISE,Premium,8,2,430.09,21,4,19,7,Mar 2027,0,
ACC-10742,Enterprise, Basic,4,10,54.19,35,0,19,10,01/02/2027,0,
ACC-10743,SMB,Basic,32,7,65.96,2,0,69,6,2026-09-15,1,switched vendor
ACC-10744,SMB,Basic,35,22,$73.35,18,7,1,10,09/24/2026,1,missing feature
ACC-10745,Mid-Market,Premium,40,8,$559.80,84,0,2,4,11-Feb-2027,0,
ACC-10746,SMB,Basic,41,22,$65.08,16,1,2,,06/07/2026,0,
ACC-10747,SMB,Standard,18,13,187.86,34,5,14,10,04/25/2027,0,
ACC-10748,Enterprise,Premium,9,2,419.88,64,2,1,N/A,04/25/2027,0,
ACC-10749,SMB,Standard,17,12,$205.60,56,1,8,5,2026-06-03,0,
ACC-10750,SMB,Enterprise,34,12,1482.84,58,1,32,6,2026-09-20,0,
ACC-10751,SMB,Premium,15,1,,30,0,9,10,07-Jan-2026,0,
ACC-10752,SMB,Standard,11,10,182.50,74,1,3,10,04/21/2027,0,
ACC-10753,SMB,Premium,28,17,598.78,39,0,12,N/A,11/15/2026,0,
ACC-10754,SMB,Basic,27,24,$83.29,27,3,34,3,2026-10-06,1,budget cut
ACC-10755,SMB,Premium,11,7,413.89,5,1,19,9,2026-01-31,0,
ACC-10756,Mid-Market,Basic,39,3,57.63,13,3,34,null,2026-09-26,1,budget cut
ACC-10757,SMB,enterprise,37,16,1924.86,34,0,12,10,07-Oct-2026,1,budget cut
ACC-10758,Enterprise,Basic,14,14,66.65,12,8,18,10,06/04/2026,0,
ACC-10759,Enterprise,Premium,20,49,"$1,039.52",41,2,10,n/a,2026-04-27,0,
ACC-10760,SMB ,Premium,20,3,382.56,55,4,18,10,Jan 2027,0,
ACC-10761,Mid-Market,Basic,49,5,$48.44,10,0,39,10,Nov 2026,0,
ACC-10762,SMB,Standard,32,14,237.81,65,3,46,10,26-May-2026,0,
ACC-10763,Mid-Market,Standard,27,67,473.19,54,0,22,3,05/12/2027,0,
ACC-10764, SMB,Basic,34,7,$53.45,31,1,13,6,2026-10-09,0,
ACC-10765,smb,Basic,41,56,116.46,15,2,8, ,03-Jun-2026,0,
ACC-10766,SMB,Basic,17,30,$88.85,23,0,7,10,2026-04-18,0,
ACC-10767,SMB,Basic,14,41,$105.60,4,2,8,5,2026-01-06,0,
ACC-10768,SMB,Basic,45,14,77.54,5,1,11,7,2026-06-21,0,
ACC-10769,Enterprise,Standard,1,8,160.85,8,0,16,4,06/09/2026,1,price
ACC-10770, Mid-Market,Standard,9,126,687.75,39,0,0,6,07-Aug-2026,0,
ACC-10771,Mid-Market,Standard,43,21,196.40,0,2,2,9,15-May-2026,0,
ACC-10772,Mid-Market,Basic,11,10,60.40, ,5,29,N/A,Feb 2027,0,
ACC-10773,SMB,Basic,25,27,93.18,14,3,9,7,07-Jun-2026,1,
ACC-10774,SMB,Premium,12,5,$476.77,12,0,0,8,Feb 2026,0,
ACC-10775, Mid-Market,Premium,24,41,$835.05,52,0,10,6,21-Nov-2026,0,
ACC-10776,SMB,Premium ,4,10,512.07,66,2,0,8,04/10/2026,0,
ACC-10777,Enterprise,Basic,8,19,86.29,25,0,2,4,10/13/2026,0,
ACC-10778,Enterprise,Basic,25,24,87.36,16,1,20,7,10/23/2026,0,
ACC-10779,Mid-Market,Premium,24,45,N/A,8,1,1,10,Apr 2027,0,
ACC-10780,Mid-Market,Enterprise,24,11,"$1,314.68",25,5,4,7,03/15/2027,0,
ACC-10781,SMB,Standard,22,3,159.15,21,0,5,5,Mar 2027,0,
ACC-10782,SMB,Basic,13,29,$77.67,18,2,6,6,2026-01-22,0,
ACC-10783,Mid-Market,Basic,21,9,56.51,19,2,5,4,2026-02-11,0,
ACC-10784,SMB,PREMIUM,25,4,499.11,68,0,12,N/A,2026-11-29,0,
ACC-10785,SMB,Basic,23,15,72.43,32,3,5,-,2027-04-22,0,
ACC-10786,SMB, Premium,24,35,781.06,64,5,40, ,06/03/2026,0,
ACC-10787,Mid-Market,Premium,50,5,399.05,n/a,3,3,7,10/17/2026,0,
ACC-10788,SMB,Enterprise,41,18,1935.11,31,1,12,6,2027-06-24,0,
ACC-10789,SMB,Standard,1,1,$136.82,55,2,6,10,27-May-2027,0,
ACC-10790,Enterprise,Basic,15,6,66.74,7,0,5, ,Feb 2026,1,missing feature
ACC-10791,Enterprise,Standard,12,11,176.00,83,0,10,3,2026-01-02,0,
ACC-10792,Mid-Market,standard,32,2,144.29,34,1,10,10,29-May-2026,0,
ACC-10793,Mid-Market,Premium,56,16,484.32,28,0,62,10,Oct 2026,0,
ACC-10794,SMB,Basic,22,55,136.53,28,0,19,5,06-Apr-2026,0,
ACC-10795,SMB,Basic,22,12,75.35,13,0,6,7,2027-06-17,0,
ACC-10796,SMB,Basic,43,2,$44.34,3,3,6,7,Mar 2026,1,price
ACC-10797,SMB,Basic,22,3,$60.65,27,0,0,10,07-Nov-2026,0,
ACC-10798,SMB,Standard,28,41,338.81,74,0,12,4,09/30/2026,0,
ACC-10799,SMB ,Premium,4,8,$425.98,45,4,36,7,02/13/2027,0,
ACC-10800,Mid-Market,Standard,41,7,$193.69,28,0,25,10,18-Mar-2027,0,
ACC-10801,SMB,Enterprise,14,14,1508.26,30,0,50,10,28-Nov-2026,0,
ACC-10802,SMB,Premium,28,21,651.29,19,0,41,10,07/28/2026,0,
ACC-10803,SMB,Standard,47,16,210.33,64,0,1,,2026-06-25,0,
ACC-10804,Mid-Market,Standard,38,65,434.05,55,9,17,5,04/08/2027,1,switched vendor
ACC-10805,SMB,Basic,17,17,61.89,5,3,38,7,Dec 2026,1,switched vendor
ACC-10806,SMB,Premium,4,12,$590.53,28,0,17,6,Jun 2027,0,
ACC-10807,Mid-Market,Premium,14,31,679.06,32,4,0,8,Nov 2026,0,
ACC-10808,SMB,Standard,61,7,173.68,36,0,2,8,2027-03-04,0,
ACC-10809,SMB,Basic,37,1,52.47,19,3,15,5,21-Feb-2027,0,
ACC-10810,SMB,Premium,36,5,409.06,56,1,31,,2026-09-12,0,
ACC-10811,Mid-Market,Enterprise,33,5,"$1,209.12",48,0,25,,08/22/2026,0,
ACC-10812,SMB,Premium,49,34,$764.19,20,3,16,N/A,Dec 2026,0,
ACC-10813,SMB,Standard,19,23,202.65,41,0,20,8,08-Jan-2026,0,
ACC-10814,SMB,Basic,40,7,62.24,3,0,14,6,30-Dec-2026,0,
ACC-10815,Enterprise,standard,33,6,$204.04,55,0,1,10,10-Mar-2026,0,
ACC-10816,SMB,Basic,65,38,110.85,10,3,19,6,2026-02-17,0,
ACC-10817,Enterprise,Standard,60,14,230.73,28,2,3,10,2026-11-11,0,
ACC-10818,Enterprise,Standard,19,26,252.33,37,3,3,10,Jan 2027,0,
ACC-10819,Enterprise,Standard,3,6,$191.77,5,2,51,9,08/25/2026,0,
ACC-10820,Mid-Market,Basic,16,28,$78.94,0,1,7,7,10/24/2026,0,
ACC-10821,Mid-Market,Premium,35,8,$464.98,59,0,10,5,02-Feb-2027,0,
ACC-10822,Mid-Market ,Basic,12,30,73.28,11,0,12,7,29-Apr-2026,1,missing feature
ACC-10823,Mid-Market,Standard,41,15,190.89,55,2,2,10,04/07/2027,0,
ACC-10824,SMB,Premium,1,6,455.56,67,5,15,8,12/19/2026,0,
ACC-10825,SMB,Standard,43,2,149.11,N/A,1,12,6,17-Nov-2026,0,
ACC-10826,SMB,Standard,26,20,215.75,31,0,0,9,Jun 2026,0,
ACC-10827,SMB, Basic,9,13,55.52,27,1,1,8,01-Apr-2026,0,
ACC-10828,SMB,Enterprise,34,11,1356.44,23,0,9,N/A,Jul 2026,0,
ACC-10829,SMB,Standard,32,82,515.68,32,0,10,9,03/24/2027,0,
ACC-10830,Mid-Market,Enterprise,36,6,"$1,251.37",58,7,11,5,2027-02-02,0,
ACC-10831,smb,Standard,18,11,177.89,1,1,1,3,2026-08-07,0,
ACC-10832,Mid-Market,Standard,29,21,203.41,0,0,21,6,30-Dec-2026,1,switched vendor
ACC-10833,SMB,Standard,8,14,$208.43,35,1,14,4,03-Dec-2026,1,price
ACC-10834,SMB,Basic,44,14,$70.24,13,1,11, ,2026-05-29,0,
ACC-10835,Mid-Market,Standard,30,10,191.08,33,0,21,7,09/28/2026,0,
ACC-10836,SMB,Basic,61,5,$55.14,26,0,53,5,Mar 2026,0,
ACC-10837,SMB,Standard,8,17,216.33,28,3,10,5,02/04/2026,0,
ACC-10838,Mid-Market,Basic,29,14,77.04,16,7,7,10,Jan 2027,1,missing feature
ACC-10839,Mid-Market,Premium,8,10,$479.21,46,0,71,8,2026-11-07,0,
ACC-10840,Mid-Market,Standard,20,31,264.89,29,2,17,4,Jul 2026,0,
ACC-10841,SMB,Enterprise,35,13,"$1,593.00",39,0,11,6,09-Aug-2026,0,
ACC-10842,SMB,Basic,28,78,$166.11,17,1,1,8,Dec 2026,0,
ACC-10843,Mid-Market,basic,17,3,$60.18,26,0,29,10,02-Jan-2026,0,
ACC-10844,SMB,Premium,31,51,827.54,51,5,53,10,11-Mar-2027,0,
ACC-10845,Mid-Market, Premium,7,68,"$1,278.78",n/a,1,8,7,02/21/2027,0,
ACC-10846,SMB,Basic,4,7,49.97,22,2,23,9,2026-11-29,1,budget cut
ACC-10847,Enterprise,Standard,29,5,170.11,37,2,5,7,12-Jun-2027,0,
ACC-10848,SMB,Premium,18,7,511.68,38,0,45,5,May 2026,0,
ACC-10849,Mid-Market,STANDARD,12,5,$177.84,7,1,12, ,08/13/2026,0,
ACC-10850,Mid-Market,Standard,25,4,195.75,50,2,1,5,2026-01-29,0,
ACC-10851,Mid-Market,Enterprise,29,10,1280.80,66,3,20,9,2026-04-08,0,
ACC-10852,mid-market,Standard,6,4,180.15,26,0,14,5,15-Aug-2026,0,
ACC-10853,Enterprise,Premium ,2,23,-,26,0,5,7,Feb 2027,0,
ACC-10854,smb,Premium,21,6,$524.06,14,1,15,5,07/03/2026,0,
ACC-10855,SMB, Standard,32,7,184.93,7,4,15,4,17-Sep-2026,1,
ACC-10856,Mid-Market,Standard,33,12,218.47,67,0,30,10,03/17/2027,0,
ACC-10857,Mid-Market,Premium,1,13,620.15,43,0,9,10,2027-04-22,0,
ACC-10858,Mid-Market,Standard,38,17,181.44,77,3,0,8,06/28/2026,0,
ACC-10859,SMB,Basic,36,39,104.30,19,2,3,6,Aug 2026,0,
ACC-10860,Mid-Market,Standard,25,9,210.86,35,1,35,5,05-Jun-2027,1,missing feature
ACC-10861,Mid-Market,Basic,22,6,$55.25,16,0,8,5,Feb 2027,0,
ACC-10862,SMB,Premium,32,8,430.02,35,0,2,7,Jun 2026,0,
ACC-10863,Mid-Market,Standard,12,1,$172.29,4,0,9,8,04/18/2027,0,
ACC-10864,Enterprise,PREMIUM,37,31,832.24,66,0,26,6,09/28/2026,0,
ACC-10865,SMB,Basic,35,100,$199.29,28,0,11,7,2026-10-17,0,
ACC-10866,Enterprise,Enterprise,32,5,"$1,436.09",77,1,33,,03/08/2027,0,
ACC-10867,SMB,Premium,5,20, , ,1,22,3,2027-03-07,0,
ACC-10868,SMB,Standard,26,8,$200.86,66,3,2,5,Oct 2026,0,
ACC-10869,Enterprise,premium,23,11,494.19,14,3,75,10,Dec 2026,1,switched vendor
ACC-10870,Mid-Market,Standard,29,7,$153.80,48,1,3,6,26-May-2026,0,
ACC-10871,Enterprise,PREMIUM,26,2,444.51,31,1,18,10,Jan 2026,0,
ACC-10872,SMB,Basic,29,2,61.06,10,0,24,6,2026-10-15,0,
ACC-10873,SMB,Basic,44,17,$66.26,0,4,7,N/A,24-Aug-2026,0,
ACC-10874,SMB ,Premium,8,22,720.13,54,4,12,5,11-Sep-2026,0,
ACC-10875,SMB,Premium,8,2,395.09,60,2,9,N/A,02/03/2026,0,
ACC-10876,Mid-Market,Standard,18,1,$162.53,19,1,21,6,05-Feb-2027,0,
ACC-10877,Mid-Market,Basic,25,6,65.26,20,6,3,N/A,2026-08-04,0,
ACC-10878,SMB,Standard,12,14,200.31,17,0,4, ,Apr 2027,0,
ACC-10879,SMB,Premium,19,19,622.36,30,6,3, ,2026-03-15,1,missing feature
ACC-10880,SMB,Standard,32,68,372.49,71,0,2,7,Jun 2026,0,
ACC-10881,smb,Premium,46,36,$687.81,33,4,4,-,01/04/2027,0,
ACC-10882,SMB,Premium,15,36,766.97,20,0,42,5,Sep 2026,0,
ACC-10883,SMB,ENTERPRISE,45,4,"$1,574.72",97,1,24,,06/25/2027,0,
ACC-10884,SMB, Basic,1,5,$55.69,21,4,9,5,04/22/2026,0,
ACC-10885,SMB,Premium,42,8,470.89,47,7,8,6,Feb 2027,1,switched vendor
ACC-10886, Enterprise,Basic,28,1,45.00,15,1,9,10,11-May-2026,0,
ACC-10887,SMB,standard,39,9,$168.24,87,2,0,5,12/10/2026,0,
ACC-10888,Mid-Market,Premium,20,7,$538.88,24,2,2,8,May 2027,0,
ACC-10889,SMB,Standard,61,16,218.54,0,2,58,7,Mar 2027,1,budget cut
ACC-10890,Enterprise,Basic,44,12,$57.72,26,1,0,N/A,02/18/2026,0,
ACC-10891,SMB,Basic,30,12,72.30,21,2,0,8,14-Feb-2027,0,
ACC-10892,SMB,Standard,13,2,$183.13,10,1,18,4,26-Nov-2026,0,
ACC-10893,SMB,Premium,15,51,"$1,064.13",25,2,5,6,Jun 2026,0,
ACC-10894,SMB,Standard,6,5,$164.09,38,0,4,7,2027-05-25,0,
ACC-10895,Enterprise,Enterprise,45,16,1441.11,49,4,14,5,07/05/2026,0,
ACC-10896,SMB,Standard,11,27,255.56,41,0,16,9,19-Apr-2026,0,
ACC-10897,SMB,Standard,1,5,$143.25,5,2,25,7,11/19/2026,0,
ACC-10898,smb,Enterprise,18,13,1763.61,48,0,5,10,2026-12-11,0,
ACC-10899,SMB,Enterprise,29,17,"$2,019.02",58,0,40,6,31-Dec-2026,0,
ACC-10900,SMB,Basic,9,18,79.88,29,0,36,7,Jan 2026,1,budget cut
ACC-10901,Mid-Market,Enterprise ,18,8,"$1,525.58",47,3,13,null,2027-05-18,0,
ACC-10902,SMB,Standard,21,5,160.88,24,0,8,1,10/17/2026,0,
ACC-10903, Mid-Market,Basic,25,45,123.68,4,0,7,9,2026-07-01,0,
ACC-10904,SMB ,Standard,33,14,194.75,57,2,52,1,2026-12-15,0,
ACC-10905,Enterprise,Basic,34,20,70.98,20,5,16, ,03/04/2026,1,
ACC-10906,Mid-Market,Enterprise,1,16,"$1,963.23",57,0,7,5,2026-12-25,0,
ACC-10907,SMB,Standard,20,2,164.69,26,0,4,6,2026-03-27,0,
ACC-10908,SMB,Standard,1,41,274.16,39,3,5,7,10/25/2026,0,
ACC-10909,SMB,Standard,37,5,166.51,24,1,39,9,Dec 2026,0,
ACC-10910,SMB,Enterprise,37,19,1709.94,59,4,18,8,2026-10-07,0,
ACC-10911,SMB,Basic,13,3,63.01, ,0,29,8,05/09/2027,1,
ACC-10912,Mid-Market,Basic,38,6,60.43,0,2,2,8,07/18/2026,0,
ACC-10913,Mid-Market,Enterprise,27,10,"$1,511.78",48,2,24,5,Jan 2026,0,
ACC-10914,SMB,Standard,15,10,187.45,32,1,11,10,2026-02-10,0,
ACC-10915,SMB,Basic,39,18,$66.89,7,0,12,5,21-Aug-2026,0,
ACC-10916,SMB,Basic,13,23,68.03,16,0,0,6,2026-06-14,0,
ACC-10917,smb,Standard,37,24,$246.18,48,0,1,n/a,2026-12-16,0,
ACC-10918,MID-MARKET,Standard,34,14,$172.34,32,1,3,n/a,08/12/2026,0,
ACC-10919,SMB,standard,50,1,143.06,44,5,25,4,Jul 2026,1,
ACC-10920,Mid-Market,Standard,32,3,147.28,37,1,44,-,02-Dec-2026,1,price
ACC-10921,Mid-Market,Premium,10,2,$358.24,16,0,10,4,Jul 2026,0,
ACC-10922,Mid-Market,Basic,21,6,61.10,30,6,6,5,2027-03-04,1,price
ACC-10923,Mid-Market,Standard,35,5,145.51,,2,5, ,25-Oct-2026,0,
ACC-10924,SMB,Basic,42,8,69.39,-,2,7,-,Aug 2026,0,
ACC-10925,Enterprise,Premium,9,5,444.16,25,4,9,6,2026-06-03,0,
ACC-10926,Enterprise,Standard,24,36,$336.48,48,1,13,8,05-Feb-2027,0,
ACC-10927,smb,Standard,23,11,$171.97,47,0,12,9,10/12/2026,0,
ACC-10928,SMB,Standard,23,9,216.12,33,2,23,N/A,06/12/2026,0,
ACC-10929,Mid-Market, Standard,7,20,$194.29,9,3,10,4,18-May-2027,1,price
ACC-10930,Mid-Market,Standard,20,5,192.23,28,0,8,10,2026-07-20,0,
ACC-10931,SMB,Standard,54,8,188.82,47,0,30,N/A,2026-07-16,0,
ACC-10932,SMB,Standard,1,6,$163.92,21,9,2,6,2027-05-27,1,budget cut
ACC-10933,Enterprise,Standard,32,28,298.27,20,3,23,6,2026-03-05,1,
ACC-10934,SMB ,Basic,48,10,$67.51,7,1,5,9,2027-02-09,0,
ACC-10935,SMB,Premium,27,7,521.50,61,0,4,10,12-Jun-2027,0,
ACC-10936,Mid-Market,Standard,64,27,232.50,48,0,38,10,Jan 2026,0,
ACC-10937,SMB,Enterprise,33,7,1521.75,29,2,15,-,Apr 2027,0,
ACC-10938,Mid-Market,Basic,65,22,75.89,7,2,11,7,03/01/2026,1,budget cut
ACC-10939,SMB,Standard,33,63,n/a,26,1,2,8,2026-04-12,1,switched vendor
ACC-10940,Mid-Market,Standard,1,36,$326.07,34,5,4,2,2027-05-11,1,switched vendor
ACC-10941,SMB,Standard,29,19,$252.19,61,1,6,9,2027-03-23,0,
ACC-10942,Mid-Market,Basic,22,12,56.40,13,4,27,10,2026-10-02,0,
